student_code,student_name,student_email,english_level,faculty,GPA
2010611,Phương Văn Mai,a@hcmut.edu.vn,2,MT,0.2
2010612,Bảo Phạm,a@hcmut.edu.vn,4,MT,3.47
2010613,Thành Thế Bùi,a@hcmut.edu.vn,2,MT,3.82
2010614,Châu Hải Nguyễn,a@hcmut.edu.vn,4,MT,3.36
2010615,Tú Lê,a@hcmut.edu.vn,0,MT,1.48
2010616,Quý ông Tùng Hoàng,a@hcmut.edu.vn,1,MT,3.72
2010617,Hà Mai,a@hcmut.edu.vn,2,MT,0.67
2010618,Châu Văn Phạm,a@hcmut.edu.vn,2,MT,2.07
2010619,Chị Duyên Bùi,a@hcmut.edu.vn,1,MT,0.61
2010620,An Mai Hoàng,a@hcmut.edu.vn,2,MT,2.61
2010621,Nhật Đặng,a@hcmut.edu.vn,1,MT,1.4
2010622,Bác Huy Hoàng,a@hcmut.edu.vn,1,MT,0.41
2010623,Chi Mai,a@hcmut.edu.vn,3,MT,0.95
2010624,Bà Phương Nguyễn,a@hcmut.edu.vn,4,MT,0.06
2010625,Cô Linh Đặng,a@hcmut.edu.vn,2,MT,1.4
2010626,Tùng Mai,a@hcmut.edu.vn,0,MT,3.32
2010627,Quý cô Thảo Lê,a@hcmut.edu.vn,4,MT,3.12
2010628,Bác Minh Đặng,a@hcmut.edu.vn,2,MT,0.18
2010629,Bảo Bảo Lê,a@hcmut.edu.vn,3,MT,0.7
2010630,Nhiên Lê,a@hcmut.edu.vn,0,MT,0.06
2010631,Quang Bùi,a@hcmut.edu.vn,2,MT,0.4
2010632,Lan Dương,a@hcmut.edu.vn,0,MT,2.13
2010633,Bà Dương Bùi,a@hcmut.edu.vn,4,MT,0.61
2010634,Bà Nhật Bùi,a@hcmut.edu.vn,2,MT,0.63
2010635,Anh Bảo Dương,a@hcmut.edu.vn,0,MT,3.3
2010636,Bác Thành Đặng,a@hcmut.edu.vn,1,MT,0.76
2010637,Hải Đặng,a@hcmut.edu.vn,2,MT,2.77
2010638,Hải Đặng,a@hcmut.edu.vn,4,MT,2.47
2010639,Vũ Mai,a@hcmut.edu.vn,1,MT,2.93
2010640,Huy Hoàng,a@hcmut.edu.vn,1,MT,3.19
2010641,Nhật Mai,a@hcmut.edu.vn,0,MT,2.39
2010642,Châu Hoàng Phạm,a@hcmut.edu.vn,2,MT,0.78
2010643,Bảo Đức Phạm,a@hcmut.edu.vn,2,MT,3.71
2010644,Linh Bùi,a@hcmut.edu.vn,4,MT,0.2
2010645,Nhật Đặng,a@hcmut.edu.vn,3,MT,0.89
2010646,Ngọc Đặng,a@hcmut.edu.vn,0,MT,2.3
2010647,Nam Trí Dương,a@hcmut.edu.vn,1,MT,3.8
2010648,Quang Bùi,a@hcmut.edu.vn,4,MT,3.4
2010649,Phương Tấn Hoàng,a@hcmut.edu.vn,2,MT,1.97
2010650,Quý ông Vũ Vũ,a@hcmut.edu.vn,3,MT,2.38
2010651,Chị Nhật Lê,a@hcmut.edu.vn,1,MT,1.85
2010652,Vũ Mai Hoàng,a@hcmut.edu.vn,0,MT,3.74
2010653,Hương Hoàng,a@hcmut.edu.vn,0,MT,3.83
2010654,Bác Khoa Đặng,a@hcmut.edu.vn,2,MT,3.57
2010655,Cô Hồng Dương,a@hcmut.edu.vn,2,MT,0.45
2010656,Quý ông Hưng Mai,a@hcmut.edu.vn,1,MT,0.17
2010657,Quý cô Lan Đặng,a@hcmut.edu.vn,4,MT,2.35
2010658,Bảo Văn Phạm,a@hcmut.edu.vn,2,MT,2.24
2010659,Thành Dương,a@hcmut.edu.vn,2,MT,0.67
2010660,Bà Bảo Trần,a@hcmut.edu.vn,2,MT,1.52
2010661,Quang Dương,a@hcmut.edu.vn,4,MT,0.16
2010662,Bác Tùng Nguyễn,a@hcmut.edu.vn,1,MT,3.54
2010663,Quang Tấn Lê,a@hcmut.edu.vn,3,MT,1.0
2010664,Hà Mai Lê,a@hcmut.edu.vn,4,MT,1.11
2010665,Ông Hoàng Dương,a@hcmut.edu.vn,3,MT,1.74
2010666,Quý cô Vân Lê,a@hcmut.edu.vn,0,MT,3.67
2010667,Anh Văn Lê,a@hcmut.edu.vn,0,MT,2.38
2010668,Phương Lê,a@hcmut.edu.vn,2,MT,0.23
2010669,Hạnh Đức Bùi,a@hcmut.edu.vn,0,MT,2.94
2010670,Cô Kim Nguyễn,a@hcmut.edu.vn,1,MT,0.06
2010671,Mai Vũ,a@hcmut.edu.vn,2,MT,2.96
2010672,Anh Nhiên Mai,a@hcmut.edu.vn,4,MT,2.42
2010673,Nhật Thị Lê,a@hcmut.edu.vn,1,MT,3.33
2010674,Bảo Hữu Lê,a@hcmut.edu.vn,3,MT,1.68
2010675,Thảo Mai,a@hcmut.edu.vn,4,MT,0.08
2010676,Anh Tú Nguyễn,a@hcmut.edu.vn,1,MT,0.34
2010677,Nhật Mai Bảo Nguyễn,a@hcmut.edu.vn,3,MT,3.35
2010678,Bà Hồng Hoàng,a@hcmut.edu.vn,3,MT,3.96
2010679,Nhật Xuân Lê,a@hcmut.edu.vn,2,MT,0.89
2010680,Hải Đặng,a@hcmut.edu.vn,2,MT,1.3
2010681,Bảo Bảo Dương,a@hcmut.edu.vn,3,MT,2.01
2010682,Phúc Mai Nguyễn,a@hcmut.edu.vn,4,MT,2.38
2010683,Huy Lê,a@hcmut.edu.vn,2,MT,3.59
2010684,Nam Hoàng,a@hcmut.edu.vn,2,MT,1.23
2010685,Hà Mai,a@hcmut.edu.vn,2,MT,1.38
2010686,Chị An Mai,a@hcmut.edu.vn,2,MT,1.98
2010687,Quang Hoàng Bùi,a@hcmut.edu.vn,2,MT,0.7
2010688,Mai Trần,a@hcmut.edu.vn,2,MT,2.97
2010689,Quý cô Lâm Dương,a@hcmut.edu.vn,4,MT,2.47
2010690,Hải Thị Dương,a@hcmut.edu.vn,3,MT,3.86
2010691,Cô Thảo Phạm,a@hcmut.edu.vn,1,MT,3.91
2010692,Vân Dương,a@hcmut.edu.vn,2,MT,1.67
2010693,Khoa Thị Đặng,a@hcmut.edu.vn,0,MT,1.46
2010694,Cô Ngọc Phạm,a@hcmut.edu.vn,4,MT,3.24
2010695,Quý cô Lâm Phạm,a@hcmut.edu.vn,3,MT,1.72
2010696,Chị Thành Phạm,a@hcmut.edu.vn,2,MT,3.78
2010697,Hà Lê,a@hcmut.edu.vn,4,MT,0.98
2010698,Kim Vũ,a@hcmut.edu.vn,0,MT,3.57
2010699,Khoa Phú Trần,a@hcmut.edu.vn,0,MT,1.96
2010700,Chị Phương Trần,a@hcmut.edu.vn,2,MT,0.93
2010701,Phúc Hữu Dương,a@hcmut.edu.vn,0,MT,1.67
2010702,Dũng Phạm,a@hcmut.edu.vn,3,MT,1.07
2010703,Chị Ngọc Dương,a@hcmut.edu.vn,1,MT,2.36
2010704,Chị Vi Lê,a@hcmut.edu.vn,0,MT,0.53
2010705,Bà Vân Trần,a@hcmut.edu.vn,1,MT,0.2
2010706,Hạnh Trần,a@hcmut.edu.vn,4,MT,0.35
2010707,Chị Linh Vũ,a@hcmut.edu.vn,1,MT,0.66
2010708,Hà Hải Vũ,a@hcmut.edu.vn,0,MT,2.58
2010709,Bác Khoa Vũ,a@hcmut.edu.vn,0,MT,1.92
2010710,Anh Hưng Hoàng,a@hcmut.edu.vn,0,MT,2.1
2010711,Ông Thành Phạm,a@hcmut.edu.vn,1,MT,0.67
2010712,Nhật Đức Phạm,a@hcmut.edu.vn,0,MT,1.42
2010713,Quý ông Nhiên Dương,a@hcmut.edu.vn,2,MT,0.91
2010714,Thành Mai Nguyễn,a@hcmut.edu.vn,3,MT,2.93
2010715,Chị Bảo Bùi,a@hcmut.edu.vn,0,MT,1.15
2010716,Quý cô Lan Bùi,a@hcmut.edu.vn,0,MT,1.38
2010717,Khoa Đặng,a@hcmut.edu.vn,1,MT,3.11
2010718,Bà Mai Lê,a@hcmut.edu.vn,1,MT,1.6
2010719,Nhật Văn Phạm,a@hcmut.edu.vn,0,MT,1.24
2010720,Cô Ánh Đặng,a@hcmut.edu.vn,3,MT,0.12
2010721,Vũ Phạm,a@hcmut.edu.vn,1,MT,2.49
2010722,Trung Vũ,a@hcmut.edu.vn,2,MT,0.7
2010723,Dương Mai,a@hcmut.edu.vn,0,MT,1.59
2010724,Quang Đức Lê,a@hcmut.edu.vn,4,MT,2.57
2010725,Ánh Hoàng,a@hcmut.edu.vn,3,MT,2.36
2010726,Hương Nguyễn,a@hcmut.edu.vn,0,MT,3.43
2010727,Bảo Hữu Nguyễn,a@hcmut.edu.vn,0,MT,0.48
2010728,Kim Quang Đặng,a@hcmut.edu.vn,3,MT,3.17
2010729,An Thế Bùi,a@hcmut.edu.vn,2,MT,2.07
2010730,Vũ Quang Lê,a@hcmut.edu.vn,0,MT,1.84
2010731,Ông Vũ Hoàng,a@hcmut.edu.vn,4,MT,2.96
2010732,Nhiên Đức Mai,a@hcmut.edu.vn,1,MT,1.41
2010733,Chị Lan Mai,a@hcmut.edu.vn,2,MT,3.57
2010734,Tùng Dương,a@hcmut.edu.vn,1,MT,1.49
2010735,Hải Đức Mai,a@hcmut.edu.vn,3,MT,0.03
2010736,Bà Hương Phạm,a@hcmut.edu.vn,4,MT,2.33
2010737,Quý ông Quang Mai,a@hcmut.edu.vn,0,MT,0.77
2010738,Nhật Hoàng,a@hcmut.edu.vn,1,MT,1.02
2010739,Bà Hồng Lê,a@hcmut.edu.vn,4,MT,2.32
2010740,Hải Tấn Vũ,a@hcmut.edu.vn,0,MT,2.23
2010741,Tùng Trần,a@hcmut.edu.vn,3,MT,3.58
2010742,Vũ Phạm,a@hcmut.edu.vn,0,MT,3.83
2010743,Cô Hạnh Đặng,a@hcmut.edu.vn,2,MT,0.94
2010744,Bà An Vũ,a@hcmut.edu.vn,0,MT,3.44
2010745,Trọng Hoàng Trần,a@hcmut.edu.vn,3,MT,2.66
2010746,Quang Văn Vũ,a@hcmut.edu.vn,1,MT,3.58
2010747,Bác Thành Phạm,a@hcmut.edu.vn,1,MT,0.94
2010748,Anh Minh Dương,a@hcmut.edu.vn,2,MT,0.58
2010749,Thành Lê,a@hcmut.edu.vn,2,MT,3.51
2010750,Yến Mai,a@hcmut.edu.vn,0,MT,1.9
2010751,Vân Hoàng,a@hcmut.edu.vn,4,MT,3.16
2010752,Vi Đặng,a@hcmut.edu.vn,2,MT,2.56
2010753,Vũ Quang Hoàng,a@hcmut.edu.vn,1,MT,3.55
2010754,Hương Đặng,a@hcmut.edu.vn,0,MT,2.6
2010755,Quý ông Khoa Trần,a@hcmut.edu.vn,1,MT,3.37
2010756,Quang Thị Đặng,a@hcmut.edu.vn,3,MT,2.6
2010757,Bác Bảo Vũ,a@hcmut.edu.vn,1,MT,1.0
2010758,Quý cô Linh Phạm,a@hcmut.edu.vn,3,MT,2.32
2010759,Thành Đặng,a@hcmut.edu.vn,2,MT,0.89
2010760,Hồng Phạm,a@hcmut.edu.vn,1,MT,3.57
2010761,Tú Hữu Trần,a@hcmut.edu.vn,3,MT,2.1
2010762,Chi Mai,a@hcmut.edu.vn,1,MT,1.77
2010763,Chị Kim Đặng,a@hcmut.edu.vn,2,MT,2.93
2010764,Minh Hoàng,a@hcmut.edu.vn,2,MT,2.66
2010765,Nhật Thị Trần,a@hcmut.edu.vn,4,MT,0.75
2010766,Nam Nguyễn,a@hcmut.edu.vn,1,MT,0.76
2010767,Thành Hải Lê,a@hcmut.edu.vn,0,MT,1.44
2010768,Bác Vũ Nguyễn,a@hcmut.edu.vn,3,MT,1.87
2010769,Hà Bảo Dương,a@hcmut.edu.vn,0,MT,1.55
2010770,Quang Xuân Vũ,a@hcmut.edu.vn,1,MT,1.51
2010771,Phương Phú Đặng,a@hcmut.edu.vn,3,MT,2.49
2010772,Phương Thế Bùi,a@hcmut.edu.vn,1,MT,1.71
2010773,An Văn Trần,a@hcmut.edu.vn,1,MT,3.52
2010774,Quang Văn Vũ,a@hcmut.edu.vn,4,MT,0.83
2010775,Xuân Mai,a@hcmut.edu.vn,2,MT,2.74
2010776,Bà Chi Nguyễn,a@hcmut.edu.vn,3,MT,2.02
2010777,Cô Bảo Phạm,a@hcmut.edu.vn,1,MT,1.26
2010778,Thành Mai Bảo Vũ,a@hcmut.edu.vn,4,MT,2.6
2010779,Lâm Bùi,a@hcmut.edu.vn,4,MT,3.07
2010780,Thành Mai Bảo Lê,a@hcmut.edu.vn,0,MT,1.04
2010781,Bác Tùng Hoàng,a@hcmut.edu.vn,0,MT,3.47
2010782,Duyên Mai,a@hcmut.edu.vn,1,MT,1.21
2010783,Quang Trần,a@hcmut.edu.vn,3,MT,1.93
2010784,Thành Bảo Đặng,a@hcmut.edu.vn,4,MT,2.46
2010785,Cô Ánh Trần,a@hcmut.edu.vn,4,MT,2.36
2010786,Nam Vũ,a@hcmut.edu.vn,4,MT,3.81
2010787,Quý ông Tùng Hoàng,a@hcmut.edu.vn,1,MT,0.02
2010788,Anh Anh Vũ,a@hcmut.edu.vn,3,MT,0.7
2010789,Nhật Lê,a@hcmut.edu.vn,0,MT,3.46
2010790,Tú Bảo Lê,a@hcmut.edu.vn,1,MT,3.41
2010791,Bà Kim Lê,a@hcmut.edu.vn,1,MT,1.96
2010792,Ánh Nguyễn,a@hcmut.edu.vn,1,MT,0.34
2010793,Chị Kim Dương,a@hcmut.edu.vn,0,MT,1.89
2010794,Cô Linh Lê,a@hcmut.edu.vn,0,MT,1.37
2010795,Anh Vũ Hoàng,a@hcmut.edu.vn,0,MT,0.41
2010796,An Mai Dương,a@hcmut.edu.vn,3,MT,0.78
2010797,Cô Nhật Phạm,a@hcmut.edu.vn,2,MT,0.9
2010798,Huy Phú Bùi,a@hcmut.edu.vn,1,MT,1.48
2010799,Khoa Mai,a@hcmut.edu.vn,4,MT,0.7
2010800,Hạnh Trí Dương,a@hcmut.edu.vn,0,MT,0.81
2010801,Bà Kim Nguyễn,a@hcmut.edu.vn,1,MT,3.99
2010802,Cô Ánh Trần,a@hcmut.edu.vn,3,MT,1.74
2010803,Cô Thành Phạm,a@hcmut.edu.vn,2,MT,3.17
2010804,Hồng Nguyễn,a@hcmut.edu.vn,4,MT,3.99
2010805,Châu Vũ,a@hcmut.edu.vn,3,MT,1.03
2010806,Bảo Đức Lê,a@hcmut.edu.vn,2,MT,0.77
2010807,Quý ông Tú Hoàng,a@hcmut.edu.vn,0,MT,0.96
2010808,Hà Xuân Phạm,a@hcmut.edu.vn,0,MT,2.32
2010809,Quý cô Nhật Dương,a@hcmut.edu.vn,0,MT,1.17
2010810,Bà Vân Đặng,a@hcmut.edu.vn,0,MT,0.91
2010811,Bảo Xuân Phạm,a@hcmut.edu.vn,1,MT,3.35
2010812,Bà Hạnh Mai,a@hcmut.edu.vn,4,MT,2.12
2010813,Chị Hương Phạm,a@hcmut.edu.vn,2,MT,2.05
2010814,Nhiên Xuân Dương,a@hcmut.edu.vn,2,MT,1.3
2010815,Cô Thành Phạm,a@hcmut.edu.vn,3,MT,1.17
2010816,Chị Bảo Mai,a@hcmut.edu.vn,2,MT,2.96
2010817,Linh Trần,a@hcmut.edu.vn,3,MT,3.23
2010818,Thành Bùi,a@hcmut.edu.vn,0,MT,3.76
2010819,Cô Lâm Lê,a@hcmut.edu.vn,1,MT,1.34
2010820,Anh Tú Đặng,a@hcmut.edu.vn,2,MT,0.6
2010821,Bà Hải Vũ,a@hcmut.edu.vn,3,MT,3.03
2010822,Quý cô An Đặng,a@hcmut.edu.vn,2,MT,0.51
2010823,An Hải Mai,a@hcmut.edu.vn,2,MT,2.86
2010824,Thảo Hoàng,a@hcmut.edu.vn,4,MT,2.51
2010825,Trọng Lê,a@hcmut.edu.vn,3,MT,1.21
2010826,Hồng Mai,a@hcmut.edu.vn,0,MT,3.53
2010827,Bà Thành Đặng,a@hcmut.edu.vn,0,MT,0.89
2010828,Ông Quang Trần,a@hcmut.edu.vn,3,MT,1.91
2010829,Hà Trí Đặng,a@hcmut.edu.vn,0,MT,1.52
2010830,Anh Minh Hoàng,a@hcmut.edu.vn,3,MT,2.77
2010831,Ánh Nguyễn,a@hcmut.edu.vn,2,MT,2.77
2010832,Cô Kim Dương,a@hcmut.edu.vn,3,MT,1.33
2010833,Quý cô Khoa Dương,a@hcmut.edu.vn,1,MT,2.68
2010834,Vi Hoàng,a@hcmut.edu.vn,4,MT,3.67
2010835,Phương Mai Bảo Hoàng,a@hcmut.edu.vn,1,MT,3.18
2010836,Quý ông Hưng Mai,a@hcmut.edu.vn,3,MT,2.07
2010837,Thành Trần,a@hcmut.edu.vn,2,MT,3.34
2010838,Cô Chi Bùi,a@hcmut.edu.vn,0,MT,2.16
2010839,Quang Hoàng,a@hcmut.edu.vn,1,MT,2.4
2010840,Hồng Dương,a@hcmut.edu.vn,2,MT,2.85
2010841,Chị Hà Nguyễn,a@hcmut.edu.vn,3,MT,1.9
2010842,Chị Ngọc Mai,a@hcmut.edu.vn,0,MT,1.79
2010843,Cô Hạnh Vũ,a@hcmut.edu.vn,4,MT,0.89
2010844,Cô Linh Bùi,a@hcmut.edu.vn,4,MT,0.3
2010845,Khoa Trần,a@hcmut.edu.vn,3,MT,0.09
2010846,Quý ông Thành Phạm,a@hcmut.edu.vn,4,MT,0.61
2010847,Bác Vũ Hoàng,a@hcmut.edu.vn,0,MT,0.16
2010848,Chị Hồng Trần,a@hcmut.edu.vn,4,MT,1.16
2010849,Anh Quang Trần,a@hcmut.edu.vn,4,MT,1.05
2010850,Quý ông Hưng Nguyễn,a@hcmut.edu.vn,0,MT,2.92
2010851,Nhật Trần,a@hcmut.edu.vn,4,MT,0.97
2010852,Yến Dương,a@hcmut.edu.vn,4,MT,1.76
2010853,Hoàng Mai,a@hcmut.edu.vn,3,MT,3.88
2010854,Ánh Phạm,a@hcmut.edu.vn,0,MT,3.36
2010855,Cô Dương Đặng,a@hcmut.edu.vn,4,MT,3.42
2010856,Nam Phạm,a@hcmut.edu.vn,1,MT,2.09
2010857,Dũng Đức Lê,a@hcmut.edu.vn,3,MT,3.65
2010858,Tùng Bùi,a@hcmut.edu.vn,1,MT,2.78
2010859,Quang Hoàng,a@hcmut.edu.vn,0,MT,1.3
2010860,Bác Khoa Đặng,a@hcmut.edu.vn,1,MT,3.57
2010861,Quý cô Hương Dương,a@hcmut.edu.vn,1,MT,0.62
2010862,Dương Đặng,a@hcmut.edu.vn,2,MT,0.21
2010863,Kim Phạm,a@hcmut.edu.vn,4,MT,0.24
2010864,Ông Thành Đặng,a@hcmut.edu.vn,4,MT,1.47
2010865,Quý ông Tùng Hoàng,a@hcmut.edu.vn,2,MT,3.96
2010866,Khoa Văn Vũ,a@hcmut.edu.vn,0,MT,2.04
2010867,Lâm Thế Bùi,a@hcmut.edu.vn,0,MT,2.95
2010868,Anh Huy Đặng,a@hcmut.edu.vn,4,MT,3.48
2010869,Chị Thảo Phạm,a@hcmut.edu.vn,2,MT,2.26
2010870,Khoa Đức Đặng,a@hcmut.edu.vn,2,MT,0.67
2010871,Cô Yến Nguyễn,a@hcmut.edu.vn,0,MT,3.01
2010872,Bà Duyên Nguyễn,a@hcmut.edu.vn,0,MT,1.62
2010873,Hồng Nguyễn,a@hcmut.edu.vn,4,MT,1.65
2010874,Nhật Đức Hoàng,a@hcmut.edu.vn,2,MT,3.02
2010875,Quang Trần,a@hcmut.edu.vn,3,MT,1.2
2010876,Quang Vũ,a@hcmut.edu.vn,2,MT,2.19
2010877,Minh Thế Dương,a@hcmut.edu.vn,1,MT,3.64
2010878,Chị Vi Đặng,a@hcmut.edu.vn,3,MT,0.21
2010879,Ông Tú Đặng,a@hcmut.edu.vn,4,MT,2.66
2010880,Chị Nhật Vũ,a@hcmut.edu.vn,3,MT,1.01
2010881,Dũng Nguyễn,a@hcmut.edu.vn,0,MT,0.32
2010882,Hưng Trí Phạm,a@hcmut.edu.vn,3,MT,1.7
2010883,Bà Mai Bùi,a@hcmut.edu.vn,4,MT,3.48
2010884,Kim Hoàng,a@hcmut.edu.vn,3,MT,1.81
2010885,Khoa Lê,a@hcmut.edu.vn,4,MT,2.29
2010886,Khoa Đặng,a@hcmut.edu.vn,2,MT,2.02
2010887,Bảo Bảo Mai,a@hcmut.edu.vn,1,MT,0.42
2010888,Khoa Trần,a@hcmut.edu.vn,3,MT,1.95
2010889,Hạnh Thế Vũ,a@hcmut.edu.vn,2,MT,3.42
2010890,Quang Trí Trần,a@hcmut.edu.vn,2,MT,1.45
2010891,Hạnh Quang Nguyễn,a@hcmut.edu.vn,1,MT,3.36
2010892,Phương Xuân Lê,a@hcmut.edu.vn,3,MT,2.75
2010893,Nhật Trí Mai,a@hcmut.edu.vn,1,MT,0.83
2010894,Cô Khoa Phạm,a@hcmut.edu.vn,4,MT,1.66
2010895,An Nguyễn,a@hcmut.edu.vn,4,MT,1.27
2010896,Thành Hoàng,a@hcmut.edu.vn,1,MT,3.28
2010897,Dũng Lê,a@hcmut.edu.vn,3,MT,2.01
2010898,Dương Lê,a@hcmut.edu.vn,4,MT,0.26
2010899,Xuân Vũ,a@hcmut.edu.vn,2,MT,1.42
2010900,Phương Trí Dương,a@hcmut.edu.vn,4,MT,2.22
2010901,Bác Nam Dương,a@hcmut.edu.vn,1,MT,0.33
2010902,An Văn Lê,a@hcmut.edu.vn,1,MT,3.75
2010903,Nam Dương,a@hcmut.edu.vn,1,MT,0.26
2010904,Bà Thảo Mai,a@hcmut.edu.vn,4,MT,2.45
2010905,Ông Minh Hoàng,a@hcmut.edu.vn,3,MT,1.81
2010906,Ông Quang Dương,a@hcmut.edu.vn,3,MT,2.66
2010907,Vũ Lê,a@hcmut.edu.vn,0,MT,2.81
2010908,Bảo Tấn Mai,a@hcmut.edu.vn,0,MT,3.58
2010909,Minh Đặng,a@hcmut.edu.vn,2,MT,2.59
2010910,Anh Dương,a@hcmut.edu.vn,3,MT,3.09
2010911,Nhật Trí Trần,a@hcmut.edu.vn,2,MT,0.26
2010912,Thành Lê,a@hcmut.edu.vn,3,MT,1.52
2010913,Tú Mai Lê,a@hcmut.edu.vn,2,MT,1.0
2010914,Dũng Đức Vũ,a@hcmut.edu.vn,3,MT,0.92
2010915,Bà Khoa Phạm,a@hcmut.edu.vn,2,MT,0.38
2010916,Dũng Hữu Hoàng,a@hcmut.edu.vn,3,MT,2.04
2010917,Ngọc Bùi,a@hcmut.edu.vn,3,MT,2.76
2010918,Nhiên Phú Nguyễn,a@hcmut.edu.vn,2,MT,0.53
2010919,Vi Lê,a@hcmut.edu.vn,2,MT,1.45
2010920,Khoa Văn Mai,a@hcmut.edu.vn,0,MT,0.53
2010921,Ông Bảo Dương,a@hcmut.edu.vn,1,MT,3.68
2010922,Hồng Phạm,a@hcmut.edu.vn,3,MT,2.58
2010923,Kim Mai Bảo Nguyễn,a@hcmut.edu.vn,1,MT,3.12
2010924,Tùng Xuân Nguyễn,a@hcmut.edu.vn,1,MT,1.02
2010925,Hưng Thị Lê,a@hcmut.edu.vn,2,MT,1.3
2010926,Trung Hoàng,a@hcmut.edu.vn,2,MT,2.84
2010927,Hải Hoàng,a@hcmut.edu.vn,2,MT,0.5
2010928,Yến Bùi,a@hcmut.edu.vn,0,MT,3.43
2010929,Phúc Đặng,a@hcmut.edu.vn,1,MT,3.55
2010930,Hải Lê,a@hcmut.edu.vn,2,MT,1.83
2010931,Hồng Dương,a@hcmut.edu.vn,2,MT,2.9
2010932,Cô Nhật Hoàng,a@hcmut.edu.vn,2,MT,3.63
2010933,Lâm Nguyễn,a@hcmut.edu.vn,2,MT,1.12
2010934,Tú Quang Lê,a@hcmut.edu.vn,1,MT,3.42
2010935,Lâm Trần,a@hcmut.edu.vn,0,MT,0.9
2010936,Vi Mai,a@hcmut.edu.vn,1,MT,0.75
2010937,An Lê,a@hcmut.edu.vn,4,MT,1.89
2010938,Hương Mai,a@hcmut.edu.vn,0,MT,1.22
2010939,Huy Nguyễn,a@hcmut.edu.vn,0,MT,1.04
2010940,Bảo Thế Mai,a@hcmut.edu.vn,0,MT,1.25
2010941,Hạnh Nguyễn,a@hcmut.edu.vn,4,MT,2.47
2010942,Mai Đặng,a@hcmut.edu.vn,4,MT,1.3
2010943,Quý cô Ngọc Lê,a@hcmut.edu.vn,3,MT,2.69
2010944,Quý cô Chi Nguyễn,a@hcmut.edu.vn,2,MT,3.24
2010945,Quý cô Kim Dương,a@hcmut.edu.vn,3,MT,1.36
2010946,Chị Ánh Phạm,a@hcmut.edu.vn,1,MT,0.2
2010947,Phúc Hải Nguyễn,a@hcmut.edu.vn,1,MT,0.28
2010948,Hải Phạm,a@hcmut.edu.vn,3,MT,1.19
2010949,An Hải Phạm,a@hcmut.edu.vn,1,MT,2.13
2010950,Vân Vũ,a@hcmut.edu.vn,4,MT,0.62
2010951,Thành Mai,a@hcmut.edu.vn,3,MT,2.83
2010952,Yến Phạm,a@hcmut.edu.vn,0,MT,3.58
2010953,Vũ Nguyễn,a@hcmut.edu.vn,4,MT,2.28
2010954,Cô Khoa Lê,a@hcmut.edu.vn,0,MT,2.23
2010955,Khoa Trần,a@hcmut.edu.vn,0,MT,0.31
2010956,Quý ông Nam Mai,a@hcmut.edu.vn,1,MT,1.44
2010957,Hải Đức Hoàng,a@hcmut.edu.vn,2,MT,1.48
2010958,Anh Châu Bùi,a@hcmut.edu.vn,3,MT,3.18
2010959,Bác Tú Vũ,a@hcmut.edu.vn,4,MT,2.69
2010960,Bà Kim Nguyễn,a@hcmut.edu.vn,4,MT,0.31
2010961,Anh Quang Mai,a@hcmut.edu.vn,2,MT,1.37
2010962,Chị Thành Bùi,a@hcmut.edu.vn,1,MT,2.17
2010963,Bác Vũ Bùi,a@hcmut.edu.vn,0,MT,0.65
2010964,Hạnh Hoàng Trần,a@hcmut.edu.vn,1,MT,3.71
2010965,Bà Hạnh Bùi,a@hcmut.edu.vn,3,MT,1.28
2010966,Khoa Phạm,a@hcmut.edu.vn,4,MT,3.87
2010967,Hưng Hoàng,a@hcmut.edu.vn,2,MT,1.56
2010968,Minh Lê,a@hcmut.edu.vn,0,MT,1.76
2010969,Ông Thành Lê,a@hcmut.edu.vn,2,MT,2.66
2010970,Ông Vũ Dương,a@hcmut.edu.vn,2,MT,1.98
2010971,Hoàng Trần,a@hcmut.edu.vn,1,MT,1.33
2010972,Quang Mai Bảo Đặng,a@hcmut.edu.vn,2,MT,1.32
2010973,Nhật Phạm,a@hcmut.edu.vn,2,MT,3.27
2010974,Hạnh Văn Bùi,a@hcmut.edu.vn,4,MT,2.19
2010975,Linh Mai,a@hcmut.edu.vn,4,MT,2.94
2010976,Bà Phương Mai,a@hcmut.edu.vn,0,MT,0.74
2010977,Bảo Văn Dương,a@hcmut.edu.vn,3,MT,3.27
2010978,Chị Linh Lê,a@hcmut.edu.vn,0,MT,1.75
2010979,Nam Hoàng Dương,a@hcmut.edu.vn,4,MT,0.11
2010980,Chị Lâm Hoàng,a@hcmut.edu.vn,3,MT,2.36
2010981,Lâm Phạm,a@hcmut.edu.vn,1,MT,1.26
2010982,Tùng Phú Phạm,a@hcmut.edu.vn,3,MT,1.78
2010983,Bảo Xuân Nguyễn,a@hcmut.edu.vn,1,MT,2.89
2010984,Thảo Vũ,a@hcmut.edu.vn,2,MT,2.72
2010985,Bác Bảo Đặng,a@hcmut.edu.vn,3,MT,2.1
2010986,Bảo Thị Nguyễn,a@hcmut.edu.vn,3,MT,1.16
2010987,Trọng Lê,a@hcmut.edu.vn,3,MT,2.05
2010988,Anh Dũng Trần,a@hcmut.edu.vn,0,MT,0.68
2010989,Bác Quang Trần,a@hcmut.edu.vn,1,MT,0.34
2010990,Bảo Phú Lê,a@hcmut.edu.vn,4,MT,2.29
2010991,Tùng Đặng,a@hcmut.edu.vn,3,MT,0.57
2010992,Huy Trần,a@hcmut.edu.vn,4,MT,3.44
